reg;jour;pop;P;tx_std
01;2020-07-19;376879;0;0
02;2020-07-19;358749;0;0
03;2020-07-19;290691;73;26.5691033004143
04;2020-07-19;859959;2;0.198443905154392
05;2020-07-19;5997;0;0
06;2020-07-19;279471;5;4.41125644938111
07;2020-07-19;9961;0;0
08;2020-07-19;35334;0;0
11;2020-07-19;12278210;30;0.239265138978487
24;2020-07-19;2559073;2;0.0910972646323853
27;2020-07-19;2783039;6;0.205024326657205
28;2020-07-19;3303500;3;0.0878561350613659
32;2020-07-19;5962662;6;0.103687300649442
44;2020-07-19;5511747;3;0.0545979837123523
52;2020-07-19;3801797;23;0.609900001031624
53;2020-07-19;3340379;1;0.032174733699324
75;2020-07-19;5999982;6;0.105923193812246
76;2020-07-19;5924858;2;0.031496007792659
84;2020-07-19;8032377;9;0.11256614416041
93;2020-07-19;5055651;9;0.176912979895516
94;2020-07-19;344679;0;0
01;2020-07-20;376879;0;0
02;2020-07-20;358749;2;0.573840440281773
03;2020-07-20;290691;101;37.0683187551562
04;2020-07-20;859959;6;0.7169225470727
05;2020-07-20;5997;0;0
06;2020-07-20;279471;15;6.75405815464547
07;2020-07-20;9961;0;0
08;2020-07-20;35334;2;10.0394162786876
11;2020-07-20;12278210;326;2.66370793292567
24;2020-07-20;2559073;17;0.668034205061014
27;2020-07-20;2783039;20;0.703921451887399
28;2020-07-20;3303500;17;0.500880959670234
32;2020-07-20;5962662;82;1.36689826012185
44;2020-07-20;5511747;68;1.23006367475711
52;2020-07-20;3801797;125;3.35533083185048
53;2020-07-20;3340379;26;0.785584647949625
75;2020-07-20;5999982;19;0.310743170799165
76;2020-07-20;5924858;58;0.990652824480435
84;2020-07-20;8032377;76;0.946253420678454
93;2020-07-20;5055651;63;1.25232536654659
94;2020-07-20;344679;0;0
01;2020-07-21;376879;1;0.333884672126311
02;2020-07-21;358749;1;0.320647008373578
03;2020-07-21;290691;107;45.3399406501996
04;2020-07-21;859959;2;0.21380247743793
05;2020-07-21;5997;0;0
06;2020-07-21;279471;22;14.078725170555
07;2020-07-21;9961;0;0
08;2020-07-21;35334;0;0
11;2020-07-21;12278210;334;2.6538322905105
24;2020-07-21;2559073;15;0.617772150909206
27;2020-07-21;2783039;11;0.411777014626943
28;2020-07-21;3303500;19;0.596142879933927
32;2020-07-21;5962662;114;1.91210158388269
44;2020-07-21;5511747;65;1.16752615113548
52;2020-07-21;3801797;127;3.34166351302809
53;2020-07-21;3340379;16;0.494545377998587
75;2020-07-21;5999982;26;0.446486501943528
76;2020-07-21;5924858;62;1.06446462492828
84;2020-07-21;8032377;86;1.0738133329219
93;2020-07-21;5055651;80;1.60223455345136
94;2020-07-21;344679;1;0.270223894821677
01;2020-07-22;376879;1;0.31160332261218
02;2020-07-22;358749;2;0.775302675933302
03;2020-07-22;290691;113;46.0331454835695
04;2020-07-22;859959;6;0.734059809529221
05;2020-07-22;5997;0;0
06;2020-07-22;279471;14;5.93323696435747
07;2020-07-22;9961;0;0
08;2020-07-22;35334;0;0
11;2020-07-22;12278210;362;2.88236785148245
24;2020-07-22;2559073;32;1.27988934729657
27;2020-07-22;2783039;8;0.288653251147614
28;2020-07-22;3303500;15;0.478624977054784
32;2020-07-22;5962662;118;1.99445968501917
44;2020-07-22;5511747;56;1.01562349970559
52;2020-07-22;3801797;113;2.98339868321727
53;2020-07-22;3340379;42;1.2888416443017
75;2020-07-22;5999982;43;0.757802543790174
76;2020-07-22;5924858;63;1.08589144618816
84;2020-07-22;8032377;88;1.09221022379738
93;2020-07-22;5055651;73;1.461849828849
94;2020-07-22;344679;1;0.285193183501868
01;2020-07-23;376879;5;1.40375473233202
02;2020-07-23;358749;0;0
03;2020-07-23;290691;96;37.8133116962666
04;2020-07-23;859959;11;1.30329418247917
05;2020-07-23;5997;0;0
06;2020-07-23;279471;17;14.5972243185486
07;2020-07-23;9961;0;0
08;2020-07-23;35334;1;2.05906286846031
11;2020-07-23;12278210;334;2.59735587545231
24;2020-07-23;2559073;31;1.27311103127547
27;2020-07-23;2783039;23;0.818150832623848
28;2020-07-23;3303500;25;0.779245890895797
32;2020-07-23;5962662;82;1.37729743733407
44;2020-07-23;5511747;56;1.01822113011422
52;2020-07-23;3801797;147;3.89958576848095
53;2020-07-23;3340379;32;0.981611735465355
75;2020-07-23;5999982;32;0.566789227272668
76;2020-07-23;5924858;85;1.4549119250705
84;2020-07-23;8032377;92;1.14562748650465
93;2020-07-23;5055651;63;1.26693088699438
94;2020-07-23;344679;0;0
01;2020-07-24;376879;6;1.93842490480145
02;2020-07-24;358749;2;0.573840440281773
03;2020-07-24;290691;103;39.1945781563835
04;2020-07-24;859959;1;0.120945028113689
05;2020-07-24;5997;0;0
06;2020-07-24;279471;14;5.48403045196752
07;2020-07-24;9961;0;0
08;2020-07-24;35334;0;0
11;2020-07-24;12278210;330;2.58568649511387
24;2020-07-24;2559073;37;1.51907671302061
27;2020-07-24;2783039;22;0.807626554553711
28;2020-07-24;3303500;15;0.464491995841178
32;2020-07-24;5962662;112;1.87025269767656
44;2020-07-24;5511747;73;1.3172530529519
52;2020-07-24;3801797;125;3.29950020986166
53;2020-07-24;3340379;56;1.74398812747954
75;2020-07-24;5999982;49;0.85581243304313
76;2020-07-24;5924858;75;1.27006742598528
84;2020-07-24;8032377;137;1.70462836496276
93;2020-07-24;5055651;106;2.09565935722199
94;2020-07-24;344679;0;0
01;2020-07-25;376879;1;0.284702030679245
02;2020-07-25;358749;0;0
03;2020-07-25;290691;65;25.2855612990993
04;2020-07-25;859959;1;0.10327939911405
05;2020-07-25;5997;0;0
06;2020-07-25;279471;1;0.294980368492167
07;2020-07-25;9961;0;0
08;2020-07-25;35334;0;0
11;2020-07-25;12278210;160;1.2805965824239
24;2020-07-25;2559073;16;0.661188956140064
27;2020-07-25;2783039;10;0.373172805777024
28;2020-07-25;3303500;8;0.253083840423147
32;2020-07-25;5962662;70;1.18663256369246
44;2020-07-25;5511747;34;0.619142221683601
52;2020-07-25;3801797;49;1.29885537052526
53;2020-07-25;3340379;49;1.53796795144743
75;2020-07-25;5999982;13;0.235648354580355
76;2020-07-25;5924858;38;0.657711108406911
84;2020-07-25;8032377;69;0.858173204171331
93;2020-07-25;5055651;34;0.704202807262347
94;2020-07-25;344679;1;0.258350598856218
01;2020-07-26;376879;0;0
02;2020-07-26;358749;1;0.262512698969233
03;2020-07-26;290691;68;24.6137339066802
04;2020-07-26;859959;0;0
05;2020-07-26;5997;0;0
06;2020-07-26;279471;3;1.77058043610561
07;2020-07-26;9961;0;0
08;2020-07-26;35334;0;0
11;2020-07-26;12278210;62;0.509328783137597
24;2020-07-26;2559073;4;0.160085043423404
27;2020-07-26;2783039;7;0.267626896330211
28;2020-07-26;3303500;8;0.249289911849123
32;2020-07-26;5962662;7;0.130155350762175
44;2020-07-26;5511747;5;0.0900661405665284
52;2020-07-26;3801797;11;0.292701798394495
53;2020-07-26;3340379;10;0.316642658797514
75;2020-07-26;5999982;6;0.106140989485978
76;2020-07-26;5924858;6;0.102402930726655
84;2020-07-26;8032377;43;0.531907593377309
93;2020-07-26;5055651;15;0.304263544931834
94;2020-07-26;344679;0;0
01;2020-07-27;376879;25;7.13559594518731
02;2020-07-27;358749;1;0.28298672265724
03;2020-07-27;290691;72;27.4034272800111
04;2020-07-27;859959;4;0.456280863215652
05;2020-07-27;5997;0;0
06;2020-07-27;279471;13;10.6610148637416
07;2020-07-27;9961;0;0
08;2020-07-27;35334;1;2.05906286846031
11;2020-07-27;12278210;500;3.88114281288649
24;2020-07-27;2559073;34;1.41329446152318
27;2020-07-27;2783039;28;1.00800969254295
28;2020-07-27;3303500;16;0.494673719793345
32;2020-07-27;5962662;144;2.42650977443645
44;2020-07-27;5511747;80;1.45527247490041
52;2020-07-27;3801797;78;2.07098647091625
53;2020-07-27;3340379;55;1.7046108963972
75;2020-07-27;5999982;32;0.562202893056466
76;2020-07-27;5924858;67;1.13886002198003
84;2020-07-27;8032377;131;1.62778860693756
93;2020-07-27;5055651;126;2.55578790978531
94;2020-07-27;344679;1;0.225916202990801
01;2020-07-28;376879;21;6.18030610183921
02;2020-07-28;358749;2;0.615150428403219
03;2020-07-28;290691;75;24.3476733914369
04;2020-07-28;859959;3;0.320455758928762
05;2020-07-28;5997;0;0
06;2020-07-28;279471;25;12.9010340702382
07;2020-07-28;9961;0;0
08;2020-07-28;35334;2;5.72091695826589
11;2020-07-28;12278210;494;3.86233839466309
24;2020-07-28;2559073;36;1.44485407174543
27;2020-07-28;2783039;12;0.425919644541984
28;2020-07-28;3303500;18;0.561898645686234
32;2020-07-28;5962662;110;1.8424485093385
44;2020-07-28;5511747;71;1.28706690550917
52;2020-07-28;3801797;90;2.39835816088368
53;2020-07-28;3340379;73;2.28130643821402
75;2020-07-28;5999982;23;0.387898048619983
76;2020-07-28;5924858;83;1.42045057723641
84;2020-07-28;8032377;103;1.28109121089254
93;2020-07-28;5055651;108;2.19989745638928
94;2020-07-28;344679;1;0.281337585337978
01;2020-07-29;376879;2;0.623206645224361
02;2020-07-29;358749;2;0.544175644081528
03;2020-07-29;290691;89;33.0933414481151
04;2020-07-29;859959;1;0.109044990470523
05;2020-07-29;5997;0;0
06;2020-07-29;279471;13;4.71784816396464
07;2020-07-29;9961;0;0
08;2020-07-29;35334;0;0
11;2020-07-29;12278210;580;4.54619016103055
24;2020-07-29;2559073;25;1.03398225261823
27;2020-07-29;2783039;19;0.702537267800815
28;2020-07-29;3303500;22;0.67098161398786
32;2020-07-29;5962662;136;2.27446370488493
44;2020-07-29;5511747;54;0.971556819081362
52;2020-07-29;3801797;76;2.01672560298747
53;2020-07-29;3340379;36;1.09823709585409
75;2020-07-29;5999982;25;0.429662679908146
76;2020-07-29;5924858;101;1.72683295830986
84;2020-07-29;8032377;127;1.57850713065121
93;2020-07-29;5055651;145;2.98143734303433
94;2020-07-29;344679;1;0.350896309636022
01;2020-07-30;376879;2;0.623014699744325
02;2020-07-30;358749;4;0.96528701159088
03;2020-07-30;290691;63;23.972104301033
04;2020-07-30;859959;10;1.0913785365085
05;2020-07-30;5997;0;0
06;2020-07-30;279471;14;9.14484648905083
07;2020-07-30;9961;1;6.62608225658517
08;2020-07-30;35334;0;0
11;2020-07-30;12278210;534;4.16168597742047
24;2020-07-30;2559073;42;1.70262312690586
27;2020-07-30;2783039;20;0.711367928943649
28;2020-07-30;3303500;16;0.498489459305885
32;2020-07-30;5962662;184;3.05979260610534
44;2020-07-30;5511747;76;1.37690737411937
52;2020-07-30;3801797;73;1.96055771534608
53;2020-07-30;3340379;36;1.09443189104722
75;2020-07-30;5999982;26;0.462434820295476
76;2020-07-30;5924858;108;1.84979849747395
84;2020-07-30;8032377;139;1.72586000744222
93;2020-07-30;5055651;189;3.87257233723471
94;2020-07-30;344679;0;0
01;2020-07-31;376879;3;1.12168513885034
02;2020-07-31;358749;9;2.83072400960993
03;2020-07-31;290691;75;26.1138197206305
04;2020-07-31;859959;7;0.925702819896237
05;2020-07-31;5997;0;0
06;2020-07-31;279471;5;1.69503239446693
07;2020-07-31;9961;0;0
08;2020-07-31;35334;1;2.56619100722618
11;2020-07-31;12278210;560;4.32942771136567
24;2020-07-31;2559073;43;1.76250721994084
27;2020-07-31;2783039;23;0.831904684602549
28;2020-07-31;3303500;28;0.870558249469469
32;2020-07-31;5962662;137;2.2797553040473
44;2020-07-31;5511747;112;2.0303501210991
52;2020-07-31;3801797;100;2.66270743466509
53;2020-07-31;3340379;64;1.96508696005389
75;2020-07-31;5999982;28;0.48828389970572
76;2020-07-31;5924858;118;2.0501336871058
84;2020-07-31;8032377;118;1.4674033451539
93;2020-07-31;5055651;181;3.73815298473586
94;2020-07-31;344679;3;0.743334362183445
01;2020-08-01;376879;4;1.0920927833044
02;2020-08-01;358749;0;0
03;2020-08-01;290691;44;20.1774967654194
04;2020-08-01;859959;1;0.105407920445012
05;2020-08-01;5997;0;0
06;2020-08-01;279471;7;4.98726966084906
07;2020-08-01;9961;0;0
08;2020-08-01;35334;1;2.55559784934291
11;2020-08-01;12278210;250;1.96067533175825
24;2020-08-01;2559073;13;0.522437852688796
27;2020-08-01;2783039;9;0.33936434149118
28;2020-08-01;3303500;17;0.537258423170336
32;2020-08-01;5962662;92;1.52251634375917
44;2020-08-01;5511747;44;0.78758455886975
52;2020-08-01;3801797;50;1.31360277664208
53;2020-08-01;3340379;22;0.680883012337049
75;2020-08-01;5999982;23;0.395652711398665
76;2020-08-01;5924858;39;0.67754113566253
84;2020-08-01;8032377;59;0.733574407686655
93;2020-08-01;5055651;107;2.18698171445534
94;2020-08-01;344679;0;0
01;2020-08-02;376879;1;0.31160332261218
02;2020-08-02;358749;0;0
03;2020-08-02;290691;15;8.13259424646125
04;2020-08-02;859959;1;0.118172346632202
05;2020-08-02;5997;0;0
06;2020-08-02;279471;1;2.65781031946831
07;2020-08-02;9961;0;0
08;2020-08-02;35334;0;0
11;2020-08-02;12278210;109;0.852557056347465
24;2020-08-02;2559073;5;0.192045654231744
27;2020-08-02;2783039;6;0.211869503827347
28;2020-08-02;3303500;11;0.349686773769371
32;2020-08-02;5962662;12;0.198186233505273
44;2020-08-02;5511747;9;0.167053148699082
52;2020-08-02;3801797;12;0.321283394943672
53;2020-08-02;3340379;12;0.373574189730104
75;2020-08-02;5999982;5;0.0822556501550621
76;2020-08-02;5924858;16;0.278466952826846
84;2020-08-02;8032377;12;0.148648657997016
93;2020-08-02;5055651;15;0.30665656898959
94;2020-08-02;344679;1;0.275856055415995
01;2020-08-03;376879;8;2.46592063021847
02;2020-08-03;358749;11;3.43507373102703
03;2020-08-03;290691;57;19.9605822582494
04;2020-08-03;859959;6;0.654854071172872
05;2020-08-03;5997;0;0
06;2020-08-03;279471;17;9.02382523646843
07;2020-08-03;9961;1;6.62608225658517
08;2020-08-03;35334;5;10.882710846531
11;2020-08-03;12278210;696;5.39762395925132
24;2020-08-03;2559073;41;1.71230928847249
27;2020-08-03;2783039;31;1.14073893961222
28;2020-08-03;3303500;27;0.843957732281393
32;2020-08-03;5962662;205;3.42001458723149
44;2020-08-03;5511747;107;1.95271657163198
52;2020-08-03;3801797;83;2.19903279378274
53;2020-08-03;3340379;78;2.40928511222905
75;2020-08-03;5999982;41;0.706796727353754
76;2020-08-03;5924858;137;2.38643119343086
84;2020-08-03;8032377;145;1.79945372044091
93;2020-08-03;5055651;297;6.15011156346238
94;2020-08-03;344679;3;1.00836030721783
01;2020-08-04;376879;4;1.11148897001732
02;2020-08-04;358749;28;8.32627680969786
03;2020-08-04;290691;86;27.979868455786
04;2020-08-04;859959;3;0.288024242252121
05;2020-08-04;5997;0;0
06;2020-08-04;279471;11;4.66096335176296
07;2020-08-04;9961;0;0
08;2020-08-04;35334;3;7.28603082641405
11;2020-08-04;12278210;743;5.75860591315826
24;2020-08-04;2559073;39;1.57437643658264
27;2020-08-04;2783039;18;0.667679334437186
28;2020-08-04;3303500;31;0.943528719550213
32;2020-08-04;5962662;150;2.52395315772325
44;2020-08-04;5511747;87;1.57187725465043
52;2020-08-04;3801797;99;2.64676144766599
53;2020-08-04;3340379;76;2.35926378757288
75;2020-08-04;5999982;41;0.700679473623498
76;2020-08-04;5924858;135;2.31911222221124
84;2020-08-04;8032377;147;1.83131099548214
93;2020-08-04;5055651;287;5.92456344729763
94;2020-08-04;344679;6;1.81279431513478
01;2020-08-05;376879;3;0.940237198804697
02;2020-08-05;358749;10;2.60838305253183
03;2020-08-05;290691;47;15.4289995314024
04;2020-08-05;859959;3;0.301590063489585
05;2020-08-05;5997;0;0
06;2020-08-05;279471;18;11.4910024414557
07;2020-08-05;9961;1;27.8417853757557
08;2020-08-05;35334;4;10.4760974240071
11;2020-08-05;12278210;719;5.49164935398157
24;2020-08-05;2559073;29;1.17499893334505
27;2020-08-05;2783039;33;1.25440420846048
28;2020-08-05;3303500;37;1.14477150224041
32;2020-08-05;5962662;149;2.49881402353957
44;2020-08-05;5511747;79;1.43754453891465
52;2020-08-05;3801797;100;2.66177155430388
53;2020-08-05;3340379;86;2.64615180309889
75;2020-08-05;5999982;40;0.715486965631587
76;2020-08-05;5924858;140;2.38685129625803
84;2020-08-05;8032377;148;1.83987264511253
93;2020-08-05;5055651;302;6.21855825913212
94;2020-08-05;344679;2;0.611330490094494
01;2020-08-06;376879;18;5.46940755187637
02;2020-08-06;358749;9;3.18003668557296
03;2020-08-06;290691;55;20.2647274469802
04;2020-08-06;859959;9;1.40639677166924
05;2020-08-06;5997;0;0
06;2020-08-06;279471;18;8.80821177398478
07;2020-08-06;9961;0;0
08;2020-08-06;35334;4;10.5843823754284
11;2020-08-06;12278210;765;5.93710675397156
24;2020-08-06;2559073;65;2.67697286192124
27;2020-08-06;2783039;31;1.16203423193934
28;2020-08-06;3303500;30;0.9311243380419
32;2020-08-06;5962662;163;2.72324450404025
44;2020-08-06;5511747;147;2.67975488064656
52;2020-08-06;3801797;101;2.69344968011869
53;2020-08-06;3340379;50;1.54075422445568
75;2020-08-06;5999982;68;1.18370341991222
76;2020-08-06;5924858;178;3.06390970166895
84;2020-08-06;8032377;124;1.54184459618951
93;2020-08-06;5055651;297;6.07061071735846
94;2020-08-06;344679;4;1.3168337246838
01;2020-08-07;376879;6;1.82991355700088
02;2020-08-07;358749;6;1.90096065250712
03;2020-08-07;290691;58;23.7186088161429
04;2020-08-07;859959;12;1.35685332033553
05;2020-08-07;5997;0;0
06;2020-08-07;279471;11;7.75997599454444
07;2020-08-07;9961;1;6.62608225658517
08;2020-08-07;35334;8;26.44995987356
11;2020-08-07;12278210;854;6.58601647664981
24;2020-08-07;2559073;54;2.20440488614428
27;2020-08-07;2783039;33;1.23543637183338
28;2020-08-07;3303500;45;1.39980352388313
32;2020-08-07;5962662;163;2.6992123197916
44;2020-08-07;5511747;85;1.55763494167144
52;2020-08-07;3801797;110;2.93067601071157
53;2020-08-07;3340379;72;2.24515245213286
75;2020-08-07;5999982;64;1.12925868499042
76;2020-08-07;5924858;165;2.86229657158353
84;2020-08-07;8032377;161;2.00004123673123
93;2020-08-07;5055651;362;7.40728970888883
94;2020-08-07;344679;2;0.594968384983772
01;2020-08-08;376879;7;2.0108395557456
02;2020-08-08;358749;4;1.44196991023473
03;2020-08-08;290691;28;10.2728687855591
04;2020-08-08;859959;7;0.773807685137289
05;2020-08-08;5997;0;0
06;2020-08-08;279471;7;2.91227594345928
07;2020-08-08;9961;0;0
08;2020-08-08;35334;1;3.92989847764353
11;2020-08-08;12278210;353;2.86086324166776
24;2020-08-08;2559073;37;1.52989535511881
27;2020-08-08;2783039;19;0.721301100573663
28;2020-08-08;3303500;23;0.717427665757919
32;2020-08-08;5962662;66;1.09310830025062
44;2020-08-08;5511747;41;0.751426935621724
52;2020-08-08;3801797;39;1.04411491021717
53;2020-08-08;3340379;30;0.941124553781615
75;2020-08-08;5999982;23;0.403784037291187
76;2020-08-08;5924858;72;1.24197607380955
84;2020-08-08;8032377;77;0.957406705192468
93;2020-08-08;5055651;140;2.81900299530886
94;2020-08-08;344679;1;0.336120102405943
01;2020-08-09;376879;5;1.56344384402906
02;2020-08-09;358749;1;0.346020225927848
03;2020-08-09;290691;16;6.50610043939248
04;2020-08-09;859959;6;0.62812383400586
05;2020-08-09;5997;0;0
06;2020-08-09;279471;0;0
07;2020-08-09;9961;0;0
08;2020-08-09;35334;0;0
11;2020-08-09;12278210;230;1.88461282907802
24;2020-08-09;2559073;2;0.088078257219892
27;2020-08-09;2783039;4;0.139358770700219
28;2020-08-09;3303500;14;0.428203351036821
32;2020-08-09;5962662;15;0.258594095251009
44;2020-08-09;5511747;1;0.0194324241009457
52;2020-08-09;3801797;16;0.425923375469016
53;2020-08-09;3340379;10;0.289457548944052
75;2020-08-09;5999982;12;0.213352842737317
76;2020-08-09;5924858;34;0.594264630230636
84;2020-08-09;8032377;19;0.236168661073038
93;2020-08-09;5055651;24;0.481214703887004
94;2020-08-09;344679;1;0.300531466150099
01;2020-08-10;376879;20;5.39053778011085
02;2020-08-10;358749;19;5.6725473904006
03;2020-08-10;290691;61;19.4107261342489
04;2020-08-10;859959;18;2.14417235322735
05;2020-08-10;5997;0;0
06;2020-08-10;279471;18;7.60189201179967
07;2020-08-10;9961;0;0
08;2020-08-10;35334;5;19.5265593784852
11;2020-08-10;12278210;951;7.24960320923162
24;2020-08-10;2559073;78;3.2128873175933
27;2020-08-10;2783039;39;1.47623955062441
28;2020-08-10;3303500;37;1.14294738355602
32;2020-08-10;5962662;195;3.25730354125495
44;2020-08-10;5511747;92;1.67199433608336
52;2020-08-10;3801797;109;2.87190495586719
53;2020-08-10;3340379;58;1.8079800101187
75;2020-08-10;5999982;95;1.66946228632671
76;2020-08-10;5924858;197;3.38864771661061
84;2020-08-10;8032377;210;2.61185169754432
93;2020-08-10;5055651;561;11.5494241954666
94;2020-08-10;344679;4;1.16725447739257
01;2020-08-11;376879;38;10.9183419502563
02;2020-08-11;358749;30;9.53169502506865
03;2020-08-11;290691;50;16.0703838320807
04;2020-08-11;859959;36;3.88884693537211
05;2020-08-11;5997;0;0
06;2020-08-11;279471;16;12.3566247919751
07;2020-08-11;9961;0;0
08;2020-08-11;35334;4;12.8882077834609
11;2020-08-11;12278210;906;6.97899197729833
24;2020-08-11;2559073;57;2.34713189035594
27;2020-08-11;2783039;38;1.37374914162471
28;2020-08-11;3303500;46;1.43460701840767
32;2020-08-11;5962662;188;3.13355968574488
44;2020-08-11;5511747;111;2.01786493708644
52;2020-08-11;3801797;94;2.52364326821786
53;2020-08-11;3340379;54;1.65973563609844
75;2020-08-11;5999982;93;1.59954726686567
76;2020-08-11;5924858;233;4.05730099433523
84;2020-08-11;8032377;194;2.41895487393096
93;2020-08-11;5055651;443;9.07458708274418
94;2020-08-11;344679;1;0.273450315457004
01;2020-08-12;376879;23;6.85217872190553
02;2020-08-12;358749;20;5.66296567092743
03;2020-08-12;290691;44;16.3360969100173
04;2020-08-12;859959;21;2.61736429347265
05;2020-08-12;5997;0;0
06;2020-08-12;279471;15;5.2673243169038
07;2020-08-12;9961;1;14.7278978850008
08;2020-08-12;35334;6;25.4584051379266
11;2020-08-12;12278210;942;7.18580028384799
24;2020-08-12;2559073;79;3.21399478975716
27;2020-08-12;2783039;43;1.59412728425618
28;2020-08-12;3303500;43;1.34644086886035
32;2020-08-12;5962662;179;2.97328757081438
44;2020-08-12;5511747;138;2.50887213223808
52;2020-08-12;3801797;105;2.78175302809119
53;2020-08-12;3340379;47;1.45544920984763
75;2020-08-12;5999982;118;2.08055296602189
76;2020-08-12;5924858;306;5.27806490095299
84;2020-08-12;8032377;224;2.78018559710138
93;2020-08-12;5055651;500;10.3320111084623
94;2020-08-12;344679;4;1.22508159969873
01;2020-08-13;376879;53;15.5408104390093
02;2020-08-13;358749;24;7.7759034689168
03;2020-08-13;290691;74;27.6437680180186
04;2020-08-13;859959;44;4.75726899049406
05;2020-08-13;5997;0;0
06;2020-08-13;279471;11;4.80305141673304
07;2020-08-13;9961;0;0
08;2020-08-13;35334;14;44.023669474654
11;2020-08-13;12278210;1162;8.95322694048525
24;2020-08-13;2559073;117;4.73055342138968
27;2020-08-13;2783039;47;1.78781058576515
28;2020-08-13;3303500;48;1.51850126138743
32;2020-08-13;5962662;196;3.23937565379872
44;2020-08-13;5511747;136;2.48079313550172
52;2020-08-13;3801797;152;4.08335189046642
53;2020-08-13;3340379;66;2.05058516978641
75;2020-08-13;5999982;142;2.49355887653788
76;2020-08-13;5924858;331;5.72328804431662
84;2020-08-13;8032377;259;3.21595553974424
93;2020-08-13;5055651;603;12.4179212124799
94;2020-08-13;344679;1;0.285193183501868
01;2020-08-14;376879;26;8.13639466948481
02;2020-08-14;358749;29;8.90358819689832
03;2020-08-14;290691;37;12.5036487668181
04;2020-08-14;859959;60;6.74192888683622
05;2020-08-14;5997;0;0
06;2020-08-14;279471;10;3.25095934831653
07;2020-08-14;9961;0;0
08;2020-08-14;35334;3;7.3009035832853
11;2020-08-14;12278210;1169;8.97669886012143
24;2020-08-14;2559073;123;4.99284332525345
27;2020-08-14;2783039;60;2.24302988392822
28;2020-08-14;3303500;66;2.03825065501869
32;2020-08-14;5962662;208;3.47621881945998
44;2020-08-14;5511747;157;2.86024706780098
52;2020-08-14;3801797;221;5.86441132185613
53;2020-08-14;3340379;105;3.25083574914277
75;2020-08-14;5999982;132;2.28887127441461
76;2020-08-14;5924858;342;5.91206158250292
84;2020-08-14;8032377;317;3.93878313531891
93;2020-08-14;5055651;740;15.1839299710178
94;2020-08-14;344679;6;1.91567358536916
01;2020-08-15;376879;9;2.58184048099096
02;2020-08-15;358749;0;0
03;2020-08-15;290691;26;8.14040666072052
04;2020-08-15;859959;20;2.09148507479247
05;2020-08-15;5997;0;0
06;2020-08-15;279471;6;2.98951390958549
07;2020-08-15;9961;0;0
08;2020-08-15;35334;1;3.16531910892298
11;2020-08-15;12278210;214;1.64935825947369
24;2020-08-15;2559073;25;0.984510279752053
27;2020-08-15;2783039;22;0.848313419164421
28;2020-08-15;3303500;36;1.07694991872786
32;2020-08-15;5962662;27;0.458702435070778
44;2020-08-15;5511747;31;0.567054613032119
52;2020-08-15;3801797;60;1.59266833310143
53;2020-08-15;3340379;9;0.284562473294896
75;2020-08-15;5999982;45;0.802416769507931
76;2020-08-15;5924858;70;1.20107474001752
84;2020-08-15;8032377;43;0.535008363300419
93;2020-08-15;5055651;84;1.72119893158623
94;2020-08-15;344679;0;0
01;2020-08-16;376879;9;2.8657537235379
02;2020-08-16;358749;2;0.761316753028013
03;2020-08-16;290691;9;2.91921763426461
04;2020-08-16;859959;31;3.66857906372264
05;2020-08-16;5997;0;0
06;2020-08-16;279471;7;2.68554084584062
07;2020-08-16;9961;0;0
08;2020-08-16;35334;5;20.0704559914276
11;2020-08-16;12278210;223;1.69132109871328
24;2020-08-16;2559073;26;1.01761742147915
27;2020-08-16;2783039;23;0.867816221270274
28;2020-08-16;3303500;34;1.0212881091515
32;2020-08-16;5962662;14;0.240337541026149
44;2020-08-16;5511747;13;0.235226282959017
52;2020-08-16;3801797;62;1.6456403250893
53;2020-08-16;3340379;17;0.529588153643071
75;2020-08-16;5999982;42;0.745666643133565
76;2020-08-16;5924858;42;0.714221947561446
84;2020-08-16;8032377;46;0.570455895836597
93;2020-08-16;5055651;64;1.31165693383879
94;2020-08-16;344679;0;0
01;2020-08-17;376879;77;23.6206762200928
02;2020-08-17;358749;51;15.456997797495
03;2020-08-17;290691;38;14.2273781436991
04;2020-08-17;859959;43;4.84601847262966
05;2020-08-17;5997;0;0
06;2020-08-17;279471;18;6.95448011763472
07;2020-08-17;9961;1;6.4688699345182
08;2020-08-17;35334;9;25.5436431386305
11;2020-08-17;12278210;1415;10.6969647472287
24;2020-08-17;2559073;168;6.8348220613098
27;2020-08-17;2783039;99;3.74999423352337
28;2020-08-17;3303500;70;2.16193395868658
32;2020-08-17;5962662;214;3.57794562920133
44;2020-08-17;5511747;215;3.90335965186815
52;2020-08-17;3801797;179;4.79825941735329
53;2020-08-17;3340379;98;3.02316888483596
75;2020-08-17;5999982;235;4.11191111124128
76;2020-08-17;5924858;494;8.54817063944057
84;2020-08-17;8032377;501;6.22212377514188
93;2020-08-17;5055651;1008;20.7635520613111
94;2020-08-17;344679;9;2.62899243984334
01;2020-08-18;376879;72;21.2592035756713
02;2020-08-18;358749;30;9.42510126267295
03;2020-08-18;290691;55;19.2839384024954
04;2020-08-18;859959;44;4.98710547121452
05;2020-08-18;5997;0;0
06;2020-08-18;279471;14;5.71287477961785
07;2020-08-18;9961;0;0
08;2020-08-18;35334;22;72.6327381041212
11;2020-08-18;12278210;1344;10.2109106398054
24;2020-08-18;2559073;138;5.72389609306967
27;2020-08-18;2783039;93;3.49045671083462
28;2020-08-18;3303500;94;2.94005676166191
