reg;jour;pop;P;tx_std
32;2020-08-18;5962662;232;3.82452711407157
44;2020-08-18;5511747;176;3.20025114007637
52;2020-08-18;3801797;186;4.99691322220023
53;2020-08-18;3340379;111;3.45375568657427
75;2020-08-18;5999982;340;5.94798007791271
76;2020-08-18;5924858;524;8.99347317599106
84;2020-08-18;8032377;408;5.06603429546521
93;2020-08-18;5055651;793;16.3833514764923
94;2020-08-18;344679;6;1.71939859445982
01;2020-08-19;376879;68;20.5424955025906
02;2020-08-19;358749;19;5.19411490115055
03;2020-08-19;290691;26;9.89289554812314
04;2020-08-19;859959;57;6.77963514318094
05;2020-08-19;5997;0;0
06;2020-08-19;279471;25;13.1961370611574
07;2020-08-19;9961;0;0
08;2020-08-19;35334;10;28.0467669911005
11;2020-08-19;12278210;1403;10.6473407340679
24;2020-08-19;2559073;71;2.90105659958012
27;2020-08-19;2783039;83;3.15643240828371
28;2020-08-19;3303500;84;2.60437226633978
32;2020-08-19;5962662;179;2.95141756758475
44;2020-08-19;5511747;180;3.26571427622071
52;2020-08-19;3801797;226;6.05012741045617
53;2020-08-19;3340379;95;2.98743988376867
75;2020-08-19;5999982;311;5.52904015368856
76;2020-08-19;5924858;450;7.71961478935037
84;2020-08-19;8032377;436;5.41667135583035
93;2020-08-19;5055651;1062;21.8723596944233
94;2020-08-19;344679;7;1.93922626883697
01;2020-08-20;376879;73;21.2089391914474
02;2020-08-20;358749;28;7.79222617739138
03;2020-08-20;290691;57;20.7621353116423
04;2020-08-20;859959;70;7.7178869365692
05;2020-08-20;5997;0;0
06;2020-08-20;279471;9;4.28035630193915
07;2020-08-20;9961;0;0
08;2020-08-20;35334;4;12.6912823604777
11;2020-08-20;12278210;1565;11.7975779123953
24;2020-08-20;2559073;127;5.26585158665314
27;2020-08-20;2783039;85;3.21610745590891
28;2020-08-20;3303500;78;2.39457093005658
32;2020-08-20;5962662;232;3.84949297099736
44;2020-08-20;5511747;166;3.02045078701162
52;2020-08-20;3801797;191;5.086070896144
53;2020-08-20;3340379;100;3.13520878053317
75;2020-08-20;5999982;323;5.72914950804695
76;2020-08-20;5924858;513;8.86079331965027
84;2020-08-20;8032377;525;6.53007313218425
93;2020-08-20;5055651;896;18.3815533374647
94;2020-08-20;344679;7;2.0818854240985
01;2020-08-21;376879;25;6.72488175076479
02;2020-08-21;358749;34;10.8442113005354
03;2020-08-21;290691;46;18.8294336236062
04;2020-08-21;859959;80;8.80107864107696
05;2020-08-21;5997;0;0
06;2020-08-21;279471;9;4.5169683318386
07;2020-08-21;9961;0;0
08;2020-08-21;35334;8;23.4794421625687
11;2020-08-21;12278210;1493;11.3209115816541
24;2020-08-21;2559073;129;5.27254710594078
27;2020-08-21;2783039;113;4.3043942387631
28;2020-08-21;3303500;77;2.39025138656816
32;2020-08-21;5962662;256;4.24776648459275
44;2020-08-21;5511747;188;3.40682939634685
52;2020-08-21;3801797;164;4.37008941506696
53;2020-08-21;3340379;93;2.91693619379904
75;2020-08-21;5999982;325;5.70343064228472
76;2020-08-21;5924858;436;7.52963120037082
84;2020-08-21;8032377;594;7.3771108637784
93;2020-08-21;5055651;966;19.8924586297261
94;2020-08-21;344679;6;1.94888135976632
01;2020-08-22;376879;7;2.12598102113458
02;2020-08-22;358749;9;2.61803948239656
03;2020-08-22;290691;27;8.982232699022
04;2020-08-22;859959;66;7.65911136913095
05;2020-08-22;5997;0;0
06;2020-08-22;279471;2;0.55109960456546
07;2020-08-22;9961;0;0
08;2020-08-22;35334;1;2.18056659267763
11;2020-08-22;12278210;602;4.55944132035231
24;2020-08-22;2559073;56;2.29982049327991
27;2020-08-22;2783039;65;2.48430404945963
28;2020-08-22;3303500;67;2.07291890315613
32;2020-08-22;5962662;102;1.69891362952137
44;2020-08-22;5511747;125;2.27602970846559
52;2020-08-22;3801797;57;1.52981210562461
53;2020-08-22;3340379;63;1.94672289813658
75;2020-08-22;5999982;227;4.04534776417778
76;2020-08-22;5924858;197;3.37773603595588
84;2020-08-22;8032377;160;1.99129864014305
93;2020-08-22;5055651;332;6.78732230240909
94;2020-08-22;344679;5;1.55505329087145
01;2020-08-23;376879;12;3.90818145289549
02;2020-08-23;358749;0;0
03;2020-08-23;290691;6;2.54311444138848
04;2020-08-23;859959;16;1.76774046144822
05;2020-08-23;5997;0;0
06;2020-08-23;279471;6;1.67526416007175
07;2020-08-23;9961;0;0
08;2020-08-23;35334;2;17.0988133486989
11;2020-08-23;12278210;317;2.40061595017512
24;2020-08-23;2559073;16;0.661298485867239
27;2020-08-23;2783039;37;1.37445829521718
28;2020-08-23;3303500;20;0.640471981886989
32;2020-08-23;5962662;25;0.415852188098926
44;2020-08-23;5511747;28;0.509517165312161
52;2020-08-23;3801797;27;0.71160005814118
53;2020-08-23;3340379;21;0.665145688855435
75;2020-08-23;5999982;143;2.56787847847372
76;2020-08-23;5924858;103;1.74228510313503
84;2020-08-23;8032377;71;0.881989768043297
93;2020-08-23;5055651;96;1.9568443561399
94;2020-08-23;344679;0;0
01;2020-08-24;376879;152;43.8244097918139
02;2020-08-24;358749;22;6.51182970565457
03;2020-08-24;290691;33;12.8278721744663
04;2020-08-24;859959;86;9.66461242903348
05;2020-08-24;5997;0;0
06;2020-08-24;279471;15;6.99520472283859
07;2020-08-24;9961;3;20.6523356712284
08;2020-08-24;35334;7;26.6071602719932
11;2020-08-24;12278210;2164;16.3314178542346
24;2020-08-24;2559073;165;6.80099220010781
27;2020-08-24;2783039;147;5.52855850076512
28;2020-08-24;3303500;116;3.62884605211747
32;2020-08-24;5962662;280;4.62518307312912
44;2020-08-24;5511747;282;5.12865985885993
52;2020-08-24;3801797;178;4.76471539280985
53;2020-08-24;3340379;119;3.75433271170402
75;2020-08-24;5999982;454;8.02768252818721
76;2020-08-24;5924858;569;9.7898566013422
84;2020-08-24;8032377;659;8.18631079596401
93;2020-08-24;5055651;1384;28.3229066530312
94;2020-08-24;344679;32;9.7265135470752
01;2020-08-25;376879;144;39.340232894451
02;2020-08-25;358749;24;7.28062754503929
03;2020-08-25;290691;31;12.2915028207012
04;2020-08-25;859959;73;8.38651052107181
05;2020-08-25;5997;1;16.6604114961069
06;2020-08-25;279471;15;17.4714279930262
07;2020-08-25;9961;0;0
08;2020-08-25;35334;9;26.2453183579752
11;2020-08-25;12278210;2156;16.2195077859469
24;2020-08-25;2559073;138;5.61708982711288
27;2020-08-25;2783039;128;4.85664106166804
28;2020-08-25;3303500;163;5.03485010925952
32;2020-08-25;5962662;267;4.41323681575103
44;2020-08-25;5511747;273;4.97997695571025
52;2020-08-25;3801797;179;4.80186419422848
53;2020-08-25;3340379;123;3.79710084665537
75;2020-08-25;5999982;498;8.83366693387588
76;2020-08-25;5924858;593;10.1982634053942
84;2020-08-25;8032377;633;7.86473004157739
93;2020-08-25;5055651;1213;24.9099275382551
94;2020-08-25;344679;22;6.64576173763324
01;2020-08-26;376879;135;38.7333097345827
02;2020-08-26;358749;29;8.48557354162971
03;2020-08-26;290691;47;17.3576427450827
04;2020-08-26;859959;74;8.14766492386687
05;2020-08-26;5997;0;0
06;2020-08-26;279471;12;5.4309202906471
07;2020-08-26;9961;0;0
08;2020-08-26;35334;5;16.0700449319309
11;2020-08-26;12278210;2164;16.232145940058
24;2020-08-26;2559073;145;5.99597147872355
27;2020-08-26;2783039;146;5.45771156156532
28;2020-08-26;3303500;155;4.84609167428935
32;2020-08-26;5962662;278;4.59369231991674
44;2020-08-26;5511747;251;4.56351302998855
52;2020-08-26;3801797;156;4.18289907166162
53;2020-08-26;3340379;128;4.01744341593859
75;2020-08-26;5999982;521;9.25024250007278
76;2020-08-26;5924858;530;9.11550500258781
84;2020-08-26;8032377;688;8.54882820575185
93;2020-08-26;5055651;1022;20.9920538795286
94;2020-08-26;344679;36;11.2188315385923
01;2020-08-27;376879;139;38.8711314563984
02;2020-08-27;358749;16;4.90687653871636
03;2020-08-27;290691;55;23.469604021204
04;2020-08-27;859959;84;9.23726972335127
05;2020-08-27;5997;0;0
06;2020-08-27;279471;19;14.0804920514
07;2020-08-27;9961;3;29.1403800346164
08;2020-08-27;35334;11;32.2249820630432
11;2020-08-27;12278210;2287;17.120986684258
24;2020-08-27;2559073;178;7.35442238282433
27;2020-08-27;2783039;171;6.45598837058083
28;2020-08-27;3303500;228;7.11402162159151
32;2020-08-27;5962662;355;5.83628588121949
44;2020-08-27;5511747;270;4.92158334278829
52;2020-08-27;3801797;176;4.72198270776822
53;2020-08-27;3340379;131;4.11366344156589
75;2020-08-27;5999982;638;11.4437625252992
76;2020-08-27;5924858;512;8.81917411832491
84;2020-08-27;8032377;770;9.56918812897107
93;2020-08-27;5055651;1181;24.1429129952173
94;2020-08-27;344679;50;15.3721025511097
01;2020-08-28;376879;45;12.1435192660761
02;2020-08-28;358749;29;8.97434637905936
03;2020-08-28;290691;42;13.1253465624077
04;2020-08-28;859959;85;9.3938558479184
05;2020-08-28;5997;0;0
06;2020-08-28;279471;15;6.49510041654872
07;2020-08-28;9961;1;14.7278978850008
08;2020-08-28;35334;8;38.6789413901795
11;2020-08-28;12278210;2473;18.78977547568
24;2020-08-28;2559073;157;6.55794701560869
27;2020-08-28;2783039;187;7.08775501878459
28;2020-08-28;3303500;184;5.70465897094409
32;2020-08-28;5962662;318;5.28033522637994
44;2020-08-28;5511747;297;5.41394122677414
52;2020-08-28;3801797;230;6.13210658474211
53;2020-08-28;3340379;145;4.52169811823991
75;2020-08-28;5999982;576;10.2505602728892
76;2020-08-28;5924858;614;10.5095762771294
84;2020-08-28;8032377;784;9.74333787007522
93;2020-08-28;5055651;1212;24.7219019592417
94;2020-08-28;344679;45;13.5917572655764
01;2020-08-29;376879;19;5.23830255592353
02;2020-08-29;358749;8;2.20660809254384
03;2020-08-29;290691;23;8.9143050455505
04;2020-08-29;859959;34;3.85545372475738
05;2020-08-29;5997;0;0
06;2020-08-29;279471;3;4.50426746321546
07;2020-08-29;9961;0;0
08;2020-08-29;35334;3;16.7731023379102
11;2020-08-29;12278210;768;5.81436473482628
24;2020-08-29;2559073;84;3.45670058055859
27;2020-08-29;2783039;85;3.22266455440429
28;2020-08-29;3303500;123;3.83449166372246
32;2020-08-29;5962662;142;2.34613767631629
44;2020-08-29;5511747;158;2.86605004218573
52;2020-08-29;3801797;85;2.26553412580259
53;2020-08-29;3340379;80;2.50649561821634
75;2020-08-29;5999982;297;5.27094726731578
76;2020-08-29;5924858;227;3.89856446538327
84;2020-08-29;8032377;307;3.81813022436508
93;2020-08-29;5055651;457;9.25338737428033
94;2020-08-29;344679;12;3.56876843655502
01;2020-08-30;376879;20;5.35645807751339
02;2020-08-30;358749;0;0
03;2020-08-30;290691;8;3.96014896484733
04;2020-08-30;859959;29;3.22051968887193
05;2020-08-30;5997;0;0
06;2020-08-30;279471;3;0.914606279782823
07;2020-08-30;9961;0;0
08;2020-08-30;35334;2;4.65688753419072
11;2020-08-30;12278210;382;2.9496187275631
24;2020-08-30;2559073;23;0.95572771487725
27;2020-08-30;2783039;34;1.29696721544812
28;2020-08-30;3303500;91;2.86092619852442
32;2020-08-30;5962662;46;0.772594408714043
44;2020-08-30;5511747;30;0.5513937378139
52;2020-08-30;3801797;27;0.712063610611774
53;2020-08-30;3340379;32;1.03217406394499
75;2020-08-30;5999982;152;2.73301838515329
76;2020-08-30;5924858;124;2.14856842433799
84;2020-08-30;8032377;102;1.26778397918443
93;2020-08-30;5055651;105;2.13468613097078
94;2020-08-30;344679;5;1.49853191515574
01;2020-08-31;376879;230;65.5726536826963
02;2020-08-31;358749;50;15.4462233507816
03;2020-08-31;290691;63;20.1036344553995
04;2020-08-31;859959;117;13.1014124796199
05;2020-08-31;5997;0;0
06;2020-08-31;279471;17;10.8835083494831
07;2020-08-31;9961;0;0
08;2020-08-31;35334;10;24.3622508315938
11;2020-08-31;12278210;2831;21.4361713428546
24;2020-08-31;2559073;182;7.56690630056958
27;2020-08-31;2783039;194;7.18440529932324
28;2020-08-31;3303500;250;7.76805668421175
32;2020-08-31;5962662;505;8.30196278101603
44;2020-08-31;5511747;375;6.80640881733371
52;2020-08-31;3801797;257;6.86021682398519
53;2020-08-31;3340379;192;6.02133566227375
75;2020-08-31;5999982;717;12.6444010038282
76;2020-08-31;5924858;659;11.3553196775896
84;2020-08-31;8032377;1026;12.7540363914609
93;2020-08-31;5055651;1572;32.1551866190957
94;2020-08-31;344679;54;16.3121148903127
01;2020-09-01;376879;168;47.0008856791652
02;2020-09-01;358749;30;9.06362320638716
03;2020-09-01;290691;43;13.2025201077832
04;2020-09-01;859959;128;14.491357461202
05;2020-09-01;5997;0;0
06;2020-09-01;279471;19;7.18872017330708
07;2020-09-01;9961;2;21.4257842324245
08;2020-09-01;35334;4;10.8061535082386
11;2020-09-01;12278210;2624;19.8854983378169
24;2020-09-01;2559073;165;6.82483809447177
27;2020-09-01;2783039;189;7.09394675945887
28;2020-09-01;3303500;200;6.1687769923106
32;2020-09-01;5962662;568;9.27597683580812
44;2020-09-01;5511747;264;4.79287127903775
52;2020-09-01;3801797;272;7.2783988079021
53;2020-09-01;3340379;190;5.96437720854119
75;2020-09-01;5999982;795;14.0119134764903
76;2020-09-01;5924858;710;12.2005616906308
84;2020-09-01;8032377;1009;12.545107276598
93;2020-09-01;5055651;1261;25.6033076928844
94;2020-09-01;344679;62;18.2492089588062
01;2020-09-02;376879;192;52.6146637326389
02;2020-09-02;358749;42;13.4066378337113
03;2020-09-02;290691;27;8.86518920390129
04;2020-09-02;859959;128;14.0232161496776
05;2020-09-02;5997;0;0
06;2020-09-02;279471;7;2.82366185472556
07;2020-09-02;9961;1;7.36147107852699
08;2020-09-02;35334;9;28.8253351375247
11;2020-09-02;12278210;2479;18.7975397379516
24;2020-09-02;2559073;220;9.04419116027625
27;2020-09-02;2783039;170;6.45309711270749
28;2020-09-02;3303500;226;7.0498730304628
32;2020-09-02;5962662;789;12.8840068867603
44;2020-09-02;5511747;316;5.76618080924507
52;2020-09-02;3801797;290;7.77819634171339
53;2020-09-02;3340379;199;6.25749247741031
75;2020-09-02;5999982;872;15.4298849953182
76;2020-09-02;5924858;698;12.0785191287336
84;2020-09-02;8032377;953;11.8514604596765
93;2020-09-02;5055651;1246;25.3514139166446
94;2020-09-02;344679;55;16.3840241962802
01;2020-09-03;376879;154;42.9573743042969
02;2020-09-03;358749;41;12.0788654364578
03;2020-09-03;290691;35;11.2949719388027
04;2020-09-03;859959;95;10.6869154321373
05;2020-09-03;5997;2;29.1377259717431
06;2020-09-03;279471;29;12.4553624059668
07;2020-09-03;9961;0;0
08;2020-09-03;35334;3;10.2924617948976
11;2020-09-03;12278210;2597;19.5671868103566
24;2020-09-03;2559073;179;7.32918896761866
27;2020-09-03;2783039;189;7.11104694556664
28;2020-09-03;3303500;261;8.15335043099722
32;2020-09-03;5962662;802;13.2134990329902
44;2020-09-03;5511747;286;5.16844106463133
52;2020-09-03;3801797;334;8.94229302563222
53;2020-09-03;3340379;296;9.25897337231425
75;2020-09-03;5999982;767;13.5765442989122
76;2020-09-03;5924858;900;15.5016203522022
84;2020-09-03;8032377;1170;14.534643620885
93;2020-09-03;5055651;1326;26.8294443387172
94;2020-09-03;344679;65;19.7175950494618
01;2020-09-04;376879;97;26.6989394014759
02;2020-09-04;358749;45;13.0024219350428
03;2020-09-04;290691;43;15.6063478637411
04;2020-09-04;859959;122;13.2990911858251
05;2020-09-04;5997;0;0
06;2020-09-04;279471;35;13.6154939465949
07;2020-09-04;9961;3;27.1804413537439
08;2020-09-04;35334;7;20.1595563854091
11;2020-09-04;12278210;2584;19.739603149352
24;2020-09-04;2559073;240;9.63232602770267
27;2020-09-04;2783039;228;8.54271637810885
28;2020-09-04;3303500;268;8.36095908618847
32;2020-09-04;5962662;1023;16.8472656703299
44;2020-09-04;5511747;314;5.71023935655114
52;2020-09-04;3801797;381;10.190119749333
53;2020-09-04;3340379;265;8.26838949700086
75;2020-09-04;5999982;851;14.9330507523823
76;2020-09-04;5924858;834;14.3251191182936
84;2020-09-04;8032377;1084;13.4773732274551
93;2020-09-04;5055651;1425;28.8966584857782
94;2020-09-04;344679;60;18.0605593528611
01;2020-09-05;376879;21;6.03215026596874
02;2020-09-05;358749;8;2.36628463943455
03;2020-09-05;290691;12;4.47022132726094
04;2020-09-05;859959;47;5.32359226423889
05;2020-09-05;5997;0;0
06;2020-09-05;279471;3;2.4806014390968
07;2020-09-05;9961;0;0
08;2020-09-05;35334;3;13.7656424969841
11;2020-09-05;12278210;1060;8.16433709023336
24;2020-09-05;2559073;106;4.31614719999381
27;2020-09-05;2783039;117;4.25372657736078
28;2020-09-05;3303500;122;3.75604662605762
32;2020-09-05;5962662;514;8.45928090320085
44;2020-09-05;5511747;141;2.55709932266894
52;2020-09-05;3801797;169;4.50589362298953
53;2020-09-05;3340379;138;4.29454590417656
75;2020-09-05;5999982;331;5.80466299013256
76;2020-09-05;5924858;300;5.10897003799009
84;2020-09-05;8032377;399;4.96232082199071
93;2020-09-05;5055651;431;8.72479652099995
94;2020-09-05;344679;19;5.57672936220276
01;2020-09-06;376879;17;4.70924888060662
02;2020-09-06;358749;0;0
03;2020-09-06;290691;19;6.80107249472978
04;2020-09-06;859959;17;1.86874729856723
05;2020-09-06;5997;0;0
06;2020-09-06;279471;7;3.03959971531834
07;2020-09-06;9961;0;0
08;2020-09-06;35334;0;0
11;2020-09-06;12278210;348;2.73345535690301
24;2020-09-06;2559073;26;1.00471441961233
27;2020-09-06;2783039;45;1.68413877142806
28;2020-09-06;3303500;175;5.36845187332633
32;2020-09-06;5962662;77;1.26019730124088
44;2020-09-06;5511747;26;0.472983051178348
52;2020-09-06;3801797;20;0.53419271217117
53;2020-09-06;3340379;49;1.5055677318471
75;2020-09-06;5999982;157;2.72954982213242
76;2020-09-06;5924858;145;2.48364374407858
84;2020-09-06;8032377;117;1.45541850360896
93;2020-09-06;5055651;145;2.90651340256
94;2020-09-06;344679;4;1.18582383351462
01;2020-09-07;376879;202;54.8655628807573
02;2020-09-07;358749;29;8.28693089203348
03;2020-09-07;290691;37;13.0678673519958
04;2020-09-07;859959;89;9.82101832447339
05;2020-09-07;5997;0;0
06;2020-09-07;279471;35;14.8689053986894
07;2020-09-07;9961;0;0
08;2020-09-07;35334;8;35.8332842668986
11;2020-09-07;12278210;3274;25.1630106510325
24;2020-09-07;2559073;268;10.8960622178416
27;2020-09-07;2783039;279;10.3614810307894
28;2020-09-07;3303500;364;11.325027166158
32;2020-09-07;5962662;1344;22.1123791642846
44;2020-09-07;5511747;363;6.60044442226975
52;2020-09-07;3801797;403;10.6939401820161
53;2020-09-07;3340379;296;9.21435447993749
75;2020-09-07;5999982;893;15.4548016371848
76;2020-09-07;5924858;1039;17.7636217296464
84;2020-09-07;8032377;1359;16.9055876455547
93;2020-09-07;5055651;1652;33.3757178109385
94;2020-09-07;344679;91;26.8863024892513
01;2020-09-08;376879;224;60.7235594181723
02;2020-09-08;358749;25;7.00845872426294
03;2020-09-08;290691;32;12.2087290885209
04;2020-09-08;859959;104;11.1984763014
05;2020-09-08;5997;0;0
06;2020-09-08;279471;15;5.97142608346007
07;2020-09-08;9961;1;6.19036968895232
08;2020-09-08;35334;7;16.8701558349221
11;2020-09-08;12278210;3122;23.8451827817717
24;2020-09-08;2559073;274;11.118963237731
27;2020-09-08;2783039;272;10.1431879230027
28;2020-09-08;3303500;363;11.2347577252223
32;2020-09-08;5962662;1185;19.4504136713308
44;2020-09-08;5511747;391;7.12885809907844
52;2020-09-08;3801797;344;9.19402259308021
53;2020-09-08;3340379;266;8.334287039629
75;2020-09-08;5999982;817;14.2343395290382
76;2020-09-08;5924858;1024;17.6154319260132
84;2020-09-08;8032377;1544;19.1981456121646
93;2020-09-08;5055651;1402;28.4614021062208
94;2020-09-08;344679;47;14.4430745444984
01;2020-09-09;376879;181;48.9143145042058
02;2020-09-09;358749;33;9.68293103976841
03;2020-09-09;290691;37;12.1454698992779
04;2020-09-09;859959;121;13.4738045106946
05;2020-09-09;5997;0;0
06;2020-09-09;279471;16;6.07763770263969
07;2020-09-09;9961;0;0
08;2020-09-09;35334;11;46.2474040955661
11;2020-09-09;12278210;2956;22.5747305997482
24;2020-09-09;2559073;203;8.271251370202
27;2020-09-09;2783039;202;7.55007956060196
28;2020-09-09;3303500;374;11.610845402594
32;2020-09-09;5962662;1165;19.204370024732
44;2020-09-09;5511747;399;7.26337473212376
52;2020-09-09;3801797;378;10.0877694476456
53;2020-09-09;3340379;321;9.9225630819428
75;2020-09-09;5999982;788;13.6836748610565
76;2020-09-09;5924858;1035;17.7486954102258
84;2020-09-09;8032377;1365;16.9709373446451
93;2020-09-09;5055651;1456;29.4447177591679
94;2020-09-09;344679;51;15.6900412956261
01;2020-09-10;376879;203;54.5206915292232
02;2020-09-10;358749;42;12.6857578138884
03;2020-09-10;290691;39;12.8849414725341
04;2020-09-10;859959;94;10.8410385217527
05;2020-09-10;5997;0;0
06;2020-09-10;279471;18;10.022700863063
07;2020-09-10;9961;1;8.23483680941684
08;2020-09-10;35334;18;74.0391705073165
11;2020-09-10;12278210;3346;25.6294672405369
24;2020-09-10;2559073;244;9.95744370700358
27;2020-09-10;2783039;278;10.4448424235317
28;2020-09-10;3303500;398;12.3348688630138
32;2020-09-10;5962662;1213;19.9105866081535
44;2020-09-10;5511747;480;8.77788043447926
52;2020-09-10;3801797;335;8.90411981614775
53;2020-09-10;3340379;328;10.104788444333
75;2020-09-10;5999982;873;15.1536008064729
76;2020-09-10;5924858;1095;18.7617934129786
84;2020-09-10;8032377;1437;17.872735730082
93;2020-09-10;5055651;1353;27.3283735611172
94;2020-09-10;344679;48;14.5124124009189
01;2020-09-11;376879;76;19.5404616868362
02;2020-09-11;358749;41;12.4419639437485
03;2020-09-11;290691;26;11.701550572755
04;2020-09-11;859959;113;12.3065530898096
05;2020-09-11;5997;0;0
06;2020-09-11;279471;21;9.08694990260249
07;2020-09-11;9961;0;0
08;2020-09-11;35334;13;45.8515776134018
11;2020-09-11;12278210;3151;24.3323362503585
24;2020-09-11;2559073;246;9.95307441349524
27;2020-09-11;2783039;295;10.84836027455
28;2020-09-11;3303500;434;13.4192088552875
32;2020-09-11;5962662;1097;18.134004531344
44;2020-09-11;5511747;456;8.31051256291192
52;2020-09-11;3801797;336;8.95964106109944
53;2020-09-11;3340379;263;8.13148596673003
75;2020-09-11;5999982;788;13.66499138805
76;2020-09-11;5924858;961;16.4662813193608
84;2020-09-11;8032377;1336;16.6069749941742
93;2020-09-11;5055651;1361;27.4546836601801
94;2020-09-11;344679;41;12.1477638948032
01;2020-09-12;376879;50;13.1355974439483
02;2020-09-12;358749;10;2.7668537483351
03;2020-09-12;290691;15;4.84001550052129
04;2020-09-12;859959;48;5.36223101887781
05;2020-09-12;5997;0;0
06;2020-09-12;279471;6;3.84851471636527
07;2020-09-12;9961;1;6.19036968895232
08;2020-09-12;35334;2;9.92995757831494
11;2020-09-12;12278210;981;7.60911004614132
24;2020-09-12;2559073;111;4.49041029916679
27;2020-09-12;2783039;156;5.77201513508637
28;2020-09-12;3303500;191;5.92426641355588
32;2020-09-12;5962662;503;8.33184405347381
44;2020-09-12;5511747;268;4.88754662330082
52;2020-09-12;3801797;173;4.59426551669482
53;2020-09-12;3340379;136;4.17839808613842
75;2020-09-12;5999982;255;4.39687951843076
76;2020-09-12;5924858;341;5.84615357453817
84;2020-09-12;8032377;536;6.67094738201666
93;2020-09-12;5055651;573;11.5315560770412
94;2020-09-12;344679;26;7.54864758358152
01;2020-09-13;376879;28;7.47250918058901
02;2020-09-13;358749;0;0
03;2020-09-13;290691;2;0.51894194877756
04;2020-09-13;859959;25;2.74379834437821
05;2020-09-13;5997;0;0
06;2020-09-13;279471;7;2.95046759190545
07;2020-09-13;9961;0;0
08;2020-09-13;35334;0;0
11;2020-09-13;12278210;387;3.06680670985946
24;2020-09-13;2559073;24;0.961755273645736
27;2020-09-13;2783039;66;2.4568893787781
28;2020-09-13;3303500;104;3.22263948416398
32;2020-09-13;5962662;109;1.83936976179995
44;2020-09-13;5511747;70;1.27695563704503
52;2020-09-13;3801797;30;0.801458330561228
53;2020-09-13;3340379;60;1.87285120808001
75;2020-09-13;5999982;142;2.50318453912905
76;2020-09-13;5924858;135;2.32017536714604
84;2020-09-13;8032377;129;1.60585442846425
93;2020-09-13;5055651;202;3.97585329754993
94;2020-09-13;344679;7;1.94708620803379
01;2020-09-14;376879;254;68.4056418304667
02;2020-09-14;358749;39;11.8404747864323
03;2020-09-14;290691;34;13.1219151783211
04;2020-09-14;859959;123;13.630176605045
05;2020-09-14;5997;0;0
06;2020-09-14;279471;32;13.975558334904
07;2020-09-14;9961;1;17.4234362405577
08;2020-09-14;35334;13;40.3411502079848
11;2020-09-14;12278210;4003;31.1163129598481
24;2020-09-14;2559073;328;13.0716251914521
27;2020-09-14;2783039;334;12.408962551793
28;2020-09-14;3303500;547;16.7195933746042
32;2020-09-14;5962662;1765;29.1153250598347
44;2020-09-14;5511747;553;10.0449101084803
52;2020-09-14;3801797;359;9.52544358615175
53;2020-09-14;3340379;304;9.43249621946634
75;2020-09-14;5999982;980;16.7704964671079
76;2020-09-14;5924858;1393;23.9620924424113
84;2020-09-14;8032377;1708;21.2524076345674
93;2020-09-14;5055651;1645;33.1913164142426
94;2020-09-14;344679;46;13.9930806001135
01;2020-09-15;376879;233;62.9391288658696
02;2020-09-15;358749;36;11.3206772557059
03;2020-09-15;290691;28;8.56722653154115
04;2020-09-15;859959;82;9.35762347845952
05;2020-09-15;5997;0;0
06;2020-09-15;279471;10;4.22325453176452
07;2020-09-15;9961;4;34.085023855895
08;2020-09-15;35334;9;29.2053321159684
11;2020-09-15;12278210;3587;27.6215155252537
24;2020-09-15;2559073;292;11.9614155228033
27;2020-09-15;2783039;273;10.1458304226874
28;2020-09-15;3303500;499;15.4313073901828
32;2020-09-15;5962662;1603;26.491127149864
44;2020-09-15;5511747;527;9.62719018882933
52;2020-09-15;3801797;390;10.3479148210047
53;2020-09-15;3340379;381;11.7772127127038
75;2020-09-15;5999982;886;15.2027340758042
76;2020-09-15;5924858;1316;22.631187987776
84;2020-09-15;8032377;1658;20.6307697765352
93;2020-09-15;5055651;1450;29.3778253323019
94;2020-09-15;344679;35;10.4669352392075
01;2020-09-16;376879;236;63.2173735969629
02;2020-09-16;358749;26;7.68117869354569
03;2020-09-16;290691;20;6.41582385424196
04;2020-09-16;859959;102;11.5481653238069
05;2020-09-16;5997;1;14.3041460685519
06;2020-09-16;279471;18;10.745127049846
07;2020-09-16;9961;1;17.4234362405577
08;2020-09-16;35334;8;23.2987363643186
11;2020-09-16;12278210;3627;28.0240217111349
24;2020-09-16;2559073;286;11.6558842556394
27;2020-09-16;2783039;309;11.3384998568028
28;2020-09-16;3303500;535;16.4517908899012
32;2020-09-16;5962662;1500;24.6177098279584
44;2020-09-16;5511747;431;7.84700891651924
52;2020-09-16;3801797;434;11.5194318076092
53;2020-09-16;3340379;362;11.2176961420598
75;2020-09-16;5999982;834;14.1527399895681
76;2020-09-16;5924858;1304;22.4918306579074
84;2020-09-16;8032377;1741;21.652822493253
93;2020-09-16;5055651;1381;28.0531292729576
94;2020-09-16;344679;47;14.0566779019378
01;2020-09-17;376879;228;60.6769449806168
02;2020-09-17;358749;35;9.41139448478899
03;2020-09-17;290691;22;11.1205173491972
04;2020-09-17;859959;107;12.23318908325
05;2020-09-17;5997;0;0
06;2020-09-17;279471;16;5.68594064850193
07;2020-09-17;9961;0;0
08;2020-09-17;35334;10;29.0062027846384
11;2020-09-17;12278210;3751;28.8955333744652
24;2020-09-17;2559073;308;12.5098292732487
27;2020-09-17;2783039;338;12.4598947540476
28;2020-09-17;3303500;441;13.6248748828463
32;2020-09-17;5962662;1605;26.4987236182301
