dep;jour;pop;P;tx_std
01;2020-05-13;656955;9;1.54823273749241
01;2020-05-14;656955;9;1.34160640106758
01;2020-05-15;656955;5;0.776830750993909
01;2020-05-16;656955;0;0
01;2020-05-17;656955;0;0
01;2020-05-18;656955;11;1.95098652364569
01;2020-05-19;656955;9;1.52922962978395
01;2020-05-20;656955;11;1.74300917559568
01;2020-05-21;656955;1;0.171185349883708
01;2020-05-22;656955;7;1.12020023649125
01;2020-05-23;656955;2;0.31058009036035
01;2020-05-24;656955;0;0
01;2020-05-25;656955;3;0.484800308602865
01;2020-05-26;656955;2;0.354972699403139
01;2020-05-27;656955;4;0.626924754071316
01;2020-05-28;656955;1;0.145942717381964
01;2020-05-29;656955;6;1.02754214311729
01;2020-05-30;656955;2;0.313826944138092
01;2020-05-31;656955;1;0.183199935091864
01;2020-06-01;656955;4;0.738533166541436
01;2020-06-02;656955;3;0.55018721970316
01;2020-06-03;656955;2;0.313881213487929
01;2020-06-04;656955;0;0
01;2020-06-05;656955;5;0.832500195145124
01;2020-06-06;656955;3;0.457583992136746
01;2020-06-07;656955;1;0.174826581084876
01;2020-06-08;656955;0;0
01;2020-06-09;656955;1;0.142899947556497
01;2020-06-10;656955;1;0.183199935091864
01;2020-06-11;656955;6;0.980379357958327
01;2020-06-12;656955;3;0.459770694217987
01;2020-06-13;656955;0;0
01;2020-06-14;656955;1;0.142050300277658
01;2020-06-15;656955;0;0
01;2020-06-16;656955;3;0.495866662271931
01;2020-06-17;656955;2;0.366399870183728
01;2020-06-18;656955;2;0.312746991550135
01;2020-06-19;656955;3;0.483182614538136
01;2020-06-20;656955;3;0.445654137256514
01;2020-06-21;656955;0;0
01;2020-06-22;656955;5;0.773957367231704
01;2020-06-23;656955;10;1.61945921164039
01;2020-06-24;656955;2;0.31058009036035
01;2020-06-25;656955;5;0.85418972680849
01;2020-06-26;656955;8;1.19904134601615
01;2020-06-27;656955;6;0.876604116193614
01;2020-06-28;656955;0;0
01;2020-06-29;656955;6;0.875643377516452
01;2020-06-30;656955;7;1.03496648428038
01;2020-07-01;656955;3;0.471515593411554
01;2020-07-02;656955;0;0
01;2020-07-03;656955;3;0.471324597755771
01;2020-07-04;656955;1;0.142825802365704
01;2020-07-05;656955;0;0
01;2020-07-06;656955;2;0.328615645855057
01;2020-07-07;656955;5;0.797204263528876
01;2020-07-08;656955;3;0.446503784535352
01;2020-07-09;656955;3;0.464918121031299
01;2020-07-10;656955;3;0.483773752097497
01;2020-07-11;656955;0;0
01;2020-07-12;656955;1;0.183787349519432
01;2020-07-13;656955;0;0
01;2020-07-14;656955;0;0
01;2020-07-15;656955;3;0.430295692955714
01;2020-07-16;656955;0;0
01;2020-07-17;656955;6;0.936779611579052
01;2020-07-18;656955;4;0.615529962014389
01;2020-07-19;656955;0;0
01;2020-07-20;656955;3;0.472010221306663
01;2020-07-21;656955;10;1.60906596652252
01;2020-07-22;656955;5;0.768532498719734
01;2020-07-23;656955;6;0.856844751273696
01;2020-07-24;656955;21;3.30356454507566
01;2020-07-25;656955;2;0.314351103905635
01;2020-07-26;656955;2;0.310764298471669
01;2020-07-27;656955;13;1.93664793632212
01;2020-07-28;656955;10;1.60650348304333
01;2020-07-29;656955;7;1.06294355452319
01;2020-07-30;656955;17;2.57001562645352
01;2020-07-31;656955;17;2.65731250641268
01;2020-08-01;656955;5;0.814395578678244
01;2020-08-02;656955;2;0.321924485448942
01;2020-08-03;656955;9;1.38382214285429
01;2020-08-04;656955;14;2.2681370011209
01;2020-08-05;656955;10;1.5287312017694
01;2020-08-06;656955;15;2.2811967599919
01;2020-08-07;656955;9;1.47349935415847
01;2020-08-08;656955;8;1.1740854772683
01;2020-08-09;656955;1;0.167938496105965
01;2020-08-10;656955;22;3.51008854483944
01;2020-08-11;656955;11;1.76531847236605
01;2020-08-12;656955;15;2.34192906012513
01;2020-08-13;656955;16;2.49747095633345
01;2020-08-14;656955;25;3.81806410059254
01;2020-08-15;656955;1;0.148739277559078
01;2020-08-16;656955;0;0
01;2020-08-17;656955;29;4.42002470797309
01;2020-08-18;656955;23;3.67001663532808
01;2020-08-19;656955;27;4.13807033212546
01;2020-08-20;656955;33;5.07073143778248
01;2020-08-21;656955;50;7.55701354619046
01;2020-08-22;656955;17;2.62692244118389
01;2020-08-23;656955;2;0.340239299733942
01;2020-08-24;656955;54;8.07402981984674
01;2020-08-25;656955;38;6.03314882260151
01;2020-08-26;656955;56;8.80819108491071
01;2020-08-27;656955;88;14.1938131569788
01;2020-08-28;656955;61;9.5267264663976
01;2020-08-29;656955;24;3.84350441657252
01;2020-08-30;656955;2;0.291885434763927
01;2020-08-31;656955;99;15.16158158582
01;2020-09-01;656955;73;11.003410329087
01;2020-09-02;656955;67;10.3439587742861
01;2020-09-03;656955;102;15.5594604220261
01;2020-09-04;656955;78;12.0035205391132
01;2020-09-05;656955;40;6.11630977863101
01;2020-09-06;656955;3;0.451071772898438
01;2020-09-07;656955;90;13.7497920107247
01;2020-09-08;656955;92;13.9938987370494
01;2020-09-09;656955;67;10.199594816142
01;2020-09-10;656955;103;15.7025898507976
01;2020-09-11;656955;100;15.2165622961826
01;2020-09-12;656955;43;6.5822999261583
01;2020-09-13;656955;5;0.829401915858819
01;2020-09-14;656955;117;17.8500126769605
01;2020-09-15;656955;154;23.4676432023776
01;2020-09-16;656955;153;22.8829272224456
01;2020-09-17;656955;99;15.0966347654223
01;2020-09-18;656955;103;15.7268908788289
01;2020-09-19;656955;29;4.46256685712086
01;2020-09-20;656955;4;0.651195255834894
01;2020-09-21;656955;129;20.1289137885265
01;2020-09-22;656955;104;16.1234125257492
01;2020-09-23;656955;101;15.7358492094006
01;2020-09-24;656955;85;13.0869705592811
01;2020-09-25;656955;82;12.5203068641151
01;2020-09-26;656955;25;3.85919719424103
01;2020-09-27;656955;1;0.165530231087556
01;2020-09-28;656955;96;14.5195352273157
01;2020-09-29;656955;106;16.2495521120834
01;2020-09-30;656955;95;14.7753545701532
01;2020-10-01;656955;106;16.0986761049325
01;2020-10-02;656955;128;19.8053759129759
01;2020-10-03;656955;61;9.21019897567262
01;2020-10-04;656955;9;1.532509698537
01;2020-10-05;656955;208;32.3994196484671
01;2020-10-06;656955;191;29.0499142525838
01;2020-10-07;656955;227;34.7918774680393
01;2020-10-08;656955;260;40.1451351581362
01;2020-10-09;656955;291;45.1143371885806
01;2020-10-10;656955;103;15.9147984273072
01;2020-10-11;656955;12;1.97861695688747
01;2020-10-12;656955;476;73.9992987457336
01;2020-10-13;656955;366;56.4893977152223
01;2020-10-14;656955;401;61.3376562438142
01;2020-10-15;656955;540;83.7079864806007
01;2020-10-16;656955;530;82.1758804637186
01;2020-10-17;656955;204;31.2360253726731
01;2020-10-18;656955;26;4.23738646619513
01;2020-10-19;656955;749;115.605234970567
01;2020-10-20;656955;794;122.526357764949
01;2020-10-21;656955;795;123.166899823871
01;2020-10-22;656955;896;138.821101873669
01;2020-10-23;656955;1010;156.332033986678
01;2020-10-24;656955;363;56.1389091341922
01;2020-10-25;656955;73;11.7690031045816
01;2020-10-26;656955;1187;183.561073572777
01;2020-10-27;656955;1180;182.289099721373
01;2020-10-28;656955;1131;175.208345338453
01;2020-10-29;656955;1140;175.73882593787
01;2020-10-30;656955;1056;162.693225653132
01;2020-10-31;656955;401;61.9227287459425
01;2020-11-01;656955;78;12.4182919895015
01;2020-11-02;656955;1329;204.715401470716
01;2020-11-03;656955;1247;191.774812214928
01;2020-11-04;656955;939;144.585333584054
01;2020-11-05;656955;963;149.257341484709
01;2020-11-06;656955;813;126.104704258643
01;2020-11-07;656955;270;41.8657010383804
01;2020-11-08;656955;42;6.95673294263682
01;2020-11-09;656955;868;134.301299407722
01;2020-11-10;656955;665;103.867455470525
01;2020-11-11;656955;49;8.00239122857246
01;2020-11-12;656955;607;94.1102712240618
01;2020-11-13;656955;515;79.9042411589517
01;2020-11-14;656955;168;25.7894264866224
01;2020-11-15;656955;31;5.05779132061285
01;2020-11-16;656955;574;88.4698102127667
01;2020-11-17;656955;350;53.7051292152028
01;2020-11-18;656955;293;45.6232575448988
01;2020-11-19;656955;290;45.0155819957568
01;2020-11-20;656955;261;40.5831584164046
01;2020-11-21;656955;79;12.0437080502402
01;2020-11-22;656955;17;2.58535605405082
01;2020-11-23;656955;325;50.0536753814546
01;2020-11-24;656955;187;28.8772771082351
01;2020-11-25;656955;176;27.8453161037924
01;2020-11-26;656955;249;39.5176765103873
01;2020-11-27;656955;189;29.0635818701367
01;2020-11-28;656955;94;14.3557964394558
01;2020-11-29;656955;13;2.05099482745145
01;2020-11-30;656955;223;34.6237130041681
01;2020-12-01;656955;142;21.7109270880046
01;2020-12-02;656955;184;28.6823691792781
01;2020-12-03;656955;151;23.3925071044702
01;2020-12-04;656955;161;24.8144748370401
01;2020-12-05;656955;75;11.3926811805483
01;2020-12-06;656955;13;2.01615960222472
01;2020-12-07;656955;257;39.5684504292772
01;2020-12-08;656955;185;28.5823866959008
01;2020-12-09;656955;160;24.566363744734
02;2020-05-13;526050;14;2.69496221703057
02;2020-05-14;526050;14;2.67873013424069
02;2020-05-15;526050;14;2.65722268560404
02;2020-05-16;526050;7;1.31808522454475
02;2020-05-17;526050;2;0.38089589365852
02;2020-05-18;526050;6;1.15196866071622
02;2020-05-19;526050;8;1.50931481506631
02;2020-05-20;526050;14;2.71144496575247
02;2020-05-21;526050;2;0.360207211665978
02;2020-05-22;526050;8;1.47346994826265
02;2020-05-23;526050;2;0.385554637537406
02;2020-05-24;526050;1;0.207622249780777
02;2020-05-25;526050;16;3.03908377470537
02;2020-05-26;526050;8;1.48441344612063
02;2020-05-27;526050;4;0.770431454258694
02;2020-05-28;526050;11;2.17071924198766
02;2020-05-29;526050;1;0.189710897389728
02;2020-05-30;526050;3;0.540957259178724
02;2020-05-31;526050;0;0
02;2020-06-01;526050;2;0.367671176242547
02;2020-06-02;526050;8;1.52356768950927
02;2020-06-03;526050;4;0.785444282766566
02;2020-06-04;526050;8;1.50954968906709
02;2020-06-05;526050;6;1.12999912001768
02;2020-06-06;526050;15;2.85728032858352
02;2020-06-07;526050;4;0.7829156758041
02;2020-06-08;526050;8;1.53042005369262
02;2020-06-09;526050;9;1.69273112141571
02;2020-06-10;526050;5;0.927537849482231
02;2020-06-11;526050;4;0.781970877027215
02;2020-06-12;526050;6;1.09635813487849
02;2020-06-13;526050;1;0.183707773132555
02;2020-06-14;526050;0;0
02;2020-06-15;526050;5;0.944442425334872
02;2020-06-16;526050;3;0.560320737020673
02;2020-06-17;526050;7;1.35146482510053
02;2020-06-18;526050;0;0
02;2020-06-19;526050;0;0
02;2020-06-20;526050;1;0.183963403109992
02;2020-06-21;526050;0;0
02;2020-06-22;526050;8;1.57120261193838
02;2020-06-23;526050;5;1.01248414965885
02;2020-06-24;526050;0;0
02;2020-06-25;526050;5;0.948424757873435
02;2020-06-26;526050;1;0.201688779142274
02;2020-06-27;526050;1;0.183963403109992
02;2020-06-28;526050;0;0
02;2020-06-29;526050;4;0.759907998324615
02;2020-06-30;526050;3;0.572326985535019
02;2020-07-01;526050;2;0.369457536716581
02;2020-07-02;526050;5;0.960325990472786
02;2020-07-03;526050;3;0.605842333657567
02;2020-07-04;526050;3;0.568174954986005
02;2020-07-05;526050;0;0
02;2020-07-06;526050;4;0.750287264387838
02;2020-07-07;526050;4;0.730927268894685
02;2020-07-08;526050;3;0.554634878399292
02;2020-07-09;526050;5;0.988954031488021
02;2020-07-10;526050;5;0.991191596141195
02;2020-07-11;526050;2;0.372074290143996
02;2020-07-12;526050;1;0.183707773132555
02;2020-07-13;526050;4;0.795488291619385
02;2020-07-14;526050;0;0
02;2020-07-15;526050;0;0
02;2020-07-16;526050;2;0.406185915951175
02;2020-07-17;526050;3;0.564204001372298
02;2020-07-18;526050;1;0.193144084785975
02;2020-07-19;526050;0;0
02;2020-07-20;526050;2;0.373418670522283
02;2020-07-21;526050;4;0.777407174126862
02;2020-07-22;526050;7;1.4143356658495
02;2020-07-23;526050;4;0.81472266637005
02;2020-07-24;526050;4;0.798450359499134
02;2020-07-25;526050;2;0.402752728554928
02;2020-07-26;526050;0;0
02;2020-07-27;526050;5;0.958648424003525
02;2020-07-28;526050;4;0.742823299811269
02;2020-07-29;526050;1;0.183707773132555
02;2020-07-30;526050;0;0
02;2020-07-31;526050;2;0.364298354706628
02;2020-08-01;526050;5;0.930248501368522
02;2020-08-02;526050;0;0
02;2020-08-03;526050;14;2.65348936511778
02;2020-08-04;526050;4;0.738540256044584
02;2020-08-05;526050;3;0.577617186058539
02;2020-08-06;526050;1;0.183963403109992
02;2020-08-07;526050;6;1.17247710345083
02;2020-08-08;526050;0;0
02;2020-08-09;526050;1;0.199338045827434
02;2020-08-10;526050;9;1.71594487580346
02;2020-08-11;526050;9;1.70286873318238
02;2020-08-12;526050;6;1.15789701488178
02;2020-08-13;526050;2;0.407153853562047
02;2020-08-14;526050;0;0
02;2020-08-15;526050;0;0
02;2020-08-16;526050;1;0.2130418311652
02;2020-08-17;526050;7;1.36736508815381
02;2020-08-18;526050;9;1.77391899760927
02;2020-08-19;526050;13;2.75212451928157
02;2020-08-20;526050;11;2.11744388238711
02;2020-08-21;526050;13;2.64076664805333
02;2020-08-22;526050;14;2.9381569752662
02;2020-08-23;526050;1;0.220190151405301
02;2020-08-24;526050;9;1.8415037436259
02;2020-08-25;526050;10;2.00288916760911
02;2020-08-26;526050;25;4.98300305541192
02;2020-08-27;526050;15;2.85774145925172
02;2020-08-28;526050;25;4.95561103100012
02;2020-08-29;526050;8;1.56460885499058
02;2020-08-30;526050;0;0
02;2020-08-31;526050;22;4.28071218420454
02;2020-09-01;526050;28;5.46373260219089
02;2020-09-02;526050;16;3.1682209242105
02;2020-09-03;526050;15;2.9515997489622
02;2020-09-04;526050;22;4.29811292755227
02;2020-09-05;526050;10;1.93731312460994
02;2020-09-06;526050;3;0.558198507601106
02;2020-09-07;526050;27;5.38267976754527
02;2020-09-08;526050;24;4.77760967346203
02;2020-09-09;526050;29;5.6876804143062
02;2020-09-10;526050;36;7.09858046806638
02;2020-09-11;526050;48;9.41316647104204
02;2020-09-12;526050;24;4.64571843884862
02;2020-09-13;526050;6;1.15089154461316
02;2020-09-14;526050;46;8.86699626132907
02;2020-09-15;526050;36;7.08364226222439
02;2020-09-16;526050;52;10.0383160925731
02;2020-09-17;526050;50;9.91645144846591
02;2020-09-18;526050;37;7.2384648693081
02;2020-09-19;526050;27;5.27689742149807
02;2020-09-20;526050;0;0
02;2020-09-21;526050;44;8.47612063493887
02;2020-09-22;526050;41;7.84524607810888
02;2020-09-23;526050;38;7.51247398153995
02;2020-09-24;526050;50;9.77315378863535
02;2020-09-25;526050;36;6.90613250757663
02;2020-09-26;526050;37;7.14581971450383
02;2020-09-27;526050;7;1.31797518368487
02;2020-09-28;526050;37;7.21809528892264
02;2020-09-29;526050;40;7.71325585626526
02;2020-09-30;526050;36;6.96244463795645
02;2020-10-01;526050;68;13.1078050684827
02;2020-10-02;526050;55;10.714380817329
02;2020-10-03;526050;30;5.83358024957659
02;2020-10-04;526050;3;0.5734826403193
02;2020-10-05;526050;75;14.4738623759128
02;2020-10-06;526050;101;19.4660266600208
02;2020-10-07;526050;81;15.6321368927332
02;2020-10-08;526050;110;21.3416807999253
02;2020-10-09;526050;101;19.4216988189138
02;2020-10-10;526050;70;13.5190285536737
02;2020-10-11;526050;4;0.771953930236446
02;2020-10-12;526050;130;25.0125410387604
02;2020-10-13;526050;169;32.5978788873146
02;2020-10-14;526050;127;24.5444049398299
02;2020-10-15;526050;189;36.5689068687869
02;2020-10-16;526050;197;38.7764081610017
02;2020-10-17;526050;96;18.588921913056
02;2020-10-18;526050;6;1.17212447272196
02;2020-10-19;526050;241;46.4354605002164
02;2020-10-20;526050;279;54.3916545530036
02;2020-10-21;526050;191;37.1672856105691
02;2020-10-22;526050;334;64.2378237102489
02;2020-10-23;526050;302;58.0388620498267
02;2020-10-24;526050;165;31.9944207432502
02;2020-10-25;526050;10;1.90742526145862
02;2020-10-26;526050;275;52.7491679561941
02;2020-10-27;526050;334;64.2526700333234
02;2020-10-28;526050;279;53.4053866551658
02;2020-10-29;526050;303;58.7194153430493
02;2020-10-30;526050;311;60.0165149950543
02;2020-10-31;526050;195;37.5739804615722
02;2020-11-01;526050;16;3.11292336469318
02;2020-11-02;526050;321;61.7920557615587
02;2020-11-03;526050;315;60.8504662091658
02;2020-11-04;526050;297;57.0955581607861
02;2020-11-05;526050;309;59.2494256531108
02;2020-11-06;526050;284;54.6281812128918
02;2020-11-07;526050;218;41.5481780028895
02;2020-11-08;526050;12;2.26831664077937
02;2020-11-09;526050;270;51.7657355097165
02;2020-11-10;526050;278;53.5279433815169
02;2020-11-11;526050;18;3.46165113915455
02;2020-11-12;526050;224;42.7502544561828
02;2020-11-13;526050;232;44.5234856243372
02;2020-11-14;526050;118;22.8217497985692
02;2020-11-15;526050;13;2.44477613872949
02;2020-11-16;526050;156;30.0025502830497
02;2020-11-17;526050;157;30.0338246399802
02;2020-11-18;526050;146;27.8905913533474
02;2020-11-19;526050;173;33.0189286036864
02;2020-11-20;526050;138;26.2797825198955
02;2020-11-21;526050;70;13.5264526949774
02;2020-11-22;526050;5;0.960422004872213
02;2020-11-23;526050;144;27.5754777723593
02;2020-11-24;526050;117;22.2808497563619
02;2020-11-25;526050;102;19.5785936953381
02;2020-11-26;526050;138;26.5328724640826
02;2020-11-27;526050;102;19.561133263785
02;2020-11-28;526050;46;8.92767342605091
02;2020-11-29;526050;10;2.0031620218492
02;2020-11-30;526050;106;20.4573330678461
02;2020-12-01;526050;138;26.6746531480517
02;2020-12-02;526050;97;18.9648464729268
02;2020-12-03;526050;110;21.247532505804
02;2020-12-04;526050;143;27.7683659393661
02;2020-12-05;526050;91;17.3566221732055
02;2020-12-06;526050;19;3.55912683173187
02;2020-12-07;526050;167;32.0377274544279
02;2020-12-08;526050;135;25.9125082867235
02;2020-12-09;526050;135;25.8174148999832
03;2020-05-13;331315;0;0
03;2020-05-14;331315;2;0.413664580858919
03;2020-05-15;331315;2;0.614515842962916
03;2020-05-16;331315;2;0.71810929173412
03;2020-05-17;331315;1;0.28542814371752
03;2020-05-18;331315;1;0.374680357244264
03;2020-05-19;331315;3;1.09926960249641
03;2020-05-20;331315;4;1.34736224462719
03;2020-05-21;331315;0;0
03;2020-05-22;331315;17;5.87218419344536
03;2020-05-23;331315;1;0.222745449264615
03;2020-05-24;331315;0;0
03;2020-05-25;331315;4;1.10598943581794
03;2020-05-26;331315;1;0.24648963004755
03;2020-05-27;331315;0;0
03;2020-05-28;331315;2;0.487533248777885
03;2020-05-29;331315;2;0.606144369972671
03;2020-05-30;331315;0;0
03;2020-05-31;331315;0;0
03;2020-06-01;331315;1;0.203243931310067
03;2020-06-02;331315;1;0.373895274945527
03;2020-06-03;331315;0;0
03;2020-06-04;331315;1;0.203243931310067
03;2020-06-05;331315;0;0
03;2020-06-06;331315;0;0
03;2020-06-07;331315;0;0
03;2020-06-08;331315;0;0
03;2020-06-09;331315;0;0
03;2020-06-10;331315;1;0.203243931310067
03;2020-06-11;331315;2;0.437408761641855
03;2020-06-12;331315;1;0.366423200832136
03;2020-06-13;331315;1;0.420618581886714
03;2020-06-14;331315;0;0
03;2020-06-15;331315;0;0
03;2020-06-16;331315;3;1.06943682637921
03;2020-06-17;331315;0;0
03;2020-06-18;331315;0;0
03;2020-06-19;331315;0;0
03;2020-06-20;331315;0;0
03;2020-06-21;331315;0;0
03;2020-06-22;331315;0;0
03;2020-06-23;331315;0;0
03;2020-06-24;331315;1;0.420618581886714
03;2020-06-25;331315;0;0
03;2020-06-26;331315;2;0.750986385264896
03;2020-06-27;331315;0;0
03;2020-06-28;331315;0;0
03;2020-06-29;331315;2;0.688428033577187
03;2020-06-30;331315;0;0
03;2020-07-01;331315;2;0.571610718377625
03;2020-07-02;331315;1;0.344214016788593
03;2020-07-03;331315;0;0
03;2020-07-04;331315;1;0.208099020546143
03;2020-07-05;331315;0;0
03;2020-07-06;331315;0;0
03;2020-07-07;331315;0;0
03;2020-07-08;331315;1;0.222745449264615
03;2020-07-09;331315;1;0.241043618730335
03;2020-07-10;331315;1;0.374680357244264
03;2020-07-11;331315;0;0
03;2020-07-12;331315;0;0
03;2020-07-13;331315;1;0.374680357244264
03;2020-07-14;331315;0;0
03;2020-07-15;331315;3;1.06181978433155
03;2020-07-16;331315;3;1.11601516538613
03;2020-07-17;331315;1;0.328333268302811
03;2020-07-18;331315;0;0
03;2020-07-19;331315;0;0
03;2020-07-20;331315;0;0
03;2020-07-21;331315;1;0.221452303115698
03;2020-07-22;331315;5;1.71773502066678
03;2020-07-23;331315;4;1.46502342728597
03;2020-07-24;331315;1;0.373895274945527
03;2020-07-25;331315;4;1.48723261132951
03;2020-07-26;331315;0;0
03;2020-07-27;331315;4;1.48372697270817
03;2020-07-28;331315;0;0
03;2020-07-29;331315;3;0.901906550634704
03;2020-07-30;331315;0;0
03;2020-07-31;331315;2;0.71063721762073
03;2020-08-01;331315;0;0
03;2020-08-02;331315;0;0
03;2020-08-03;331315;5;1.4942342324158
03;2020-08-04;331315;1;0.241043618730335
03;2020-08-05;331315;0;0
03;2020-08-06;331315;1;0.37301886060632
03;2020-08-07;331315;1;0.366423200832136
03;2020-08-08;331315;0;0
03;2020-08-09;331315;0;0
03;2020-08-10;331315;5;1.54954877753585
03;2020-08-11;331315;2;0.643364031151329
03;2020-08-12;331315;0;0
03;2020-08-13;331315;2;0.569376887033146
03;2020-08-14;331315;3;0.963849007341015
03;2020-08-15;331315;0;0
03;2020-08-16;331315;0;0
03;2020-08-17;331315;9;2.87521002024383
03;2020-08-18;331315;3;1.00587621740564
03;2020-08-19;331315;4;1.25005669163251
03;2020-08-20;331315;9;3.07208793126672
03;2020-08-21;331315;6;1.89264118220986
03;2020-08-22;331315;2;0.718894374032858
03;2020-08-23;331315;0;0
03;2020-08-24;331315;9;2.78439975646809
03;2020-08-25;331315;9;2.85185453492822
03;2020-08-26;331315;16;5.26546313747133
03;2020-08-27;331315;5;1.45950994578055
03;2020-08-28;331315;9;2.74157779823184
03;2020-08-29;331315;10;3.47510754926509
03;2020-08-30;331315;0;0
03;2020-08-31;331315;10;3.2152031179943
03;2020-09-01;331315;13;4.74821305806673
03;2020-09-02;331315;14;4.77441945939495
03;2020-09-03;331315;20;6.29768038119121
03;2020-09-04;331315;9;3.02044179415905
03;2020-09-05;331315;9;3.17309418584864
03;2020-09-06;331315;0;0
03;2020-09-07;331315;21;7.28572632521665
03;2020-09-08;331315;21;6.80762299215868
03;2020-09-09;331315;12;4.11060642436274
03;2020-09-10;331315;23;8.06927951859748
03;2020-09-11;331315;11;3.69097198703197
03;2020-09-12;331315;12;3.93012203280969
03;2020-09-13;331315;2;0.571610718377625
03;2020-09-14;331315;23;7.9950245519285
03;2020-09-15;331315;11;3.74444948014072
03;2020-09-16;331315;26;8.70259872050714
03;2020-09-17;331315;30;10.3050791822835
03;2020-09-18;331315;25;8.06050254537537
03;2020-09-19;331315;12;4.05094214191288
03;2020-09-20;331315;3;0.620470455256146
03;2020-09-21;331315;22;6.88375758112068
03;2020-09-22;331315;17;4.86185247638293
03;2020-09-23;331315;10;3.12957640562706
03;2020-09-24;331315;16;4.39345111974662
03;2020-09-25;331315;27;8.84763614306159
03;2020-09-26;331315;4;1.36610172005494
03;2020-09-27;331315;1;0.374680357244264
03;2020-09-28;331315;17;5.26243456122738
03;2020-09-29;331315;14;4.72221228797328
03;2020-09-30;331315;15;4.93365023917765
03;2020-10-01;331315;19;6.38230369931603
03;2020-10-02;331315;48;14.678388694927
03;2020-10-03;331315;11;3.5841725990735
03;2020-10-04;331315;0;0
03;2020-10-05;331315;33;10.6301547518218
03;2020-10-06;331315;31;9.74586368233412
03;2020-10-07;331315;42;13.6090343704098
03;2020-10-08;331315;51;15.5671802081633
03;2020-10-09;331315;77;25.9714934348904
03;2020-10-10;331315;39;12.0427997104313
03;2020-10-11;331315;2;0.567205856302701
03;2020-10-12;331315;75;23.398438337781
03;2020-10-13;331315;98;30.0092205787858
03;2020-10-14;331315;56;17.6230818982394
03;2020-10-15;331315;103;32.747846366995
03;2020-10-16;331315;109;34.3331479196418
03;2020-10-17;331315;67;20.8143228893481
03;2020-10-18;331315;14;4.42593178880884
03;2020-10-19;331315;207;64.9487795411452
03;2020-10-20;331315;224;69.9449287037302
03;2020-10-21;331315;247;76.2837986668842
03;2020-10-22;331315;258;80.2851625106929
03;2020-10-23;331315;286;87.0807641626995
03;2020-10-24;331315;126;38.5753707619223
03;2020-10-25;331315;14;3.85339318934255
03;2020-10-26;331315;438;131.183996690873
03;2020-10-27;331315;312;93.1158005971049
03;2020-10-28;331315;314;97.1765673465
03;2020-10-29;331315;344;105.592522736459
03;2020-10-30;331315;362;110.540096381382
03;2020-10-31;331315;170;52.8163295021663
03;2020-11-01;331315;22;6.10772163645342
03;2020-11-02;331315;440;136.909196006859
03;2020-11-03;331315;344;103.473911366218
03;2020-11-04;331315;307;91.3619921229983
03;2020-11-05;331315;255;77.6100319049067
03;2020-11-06;331315;295;89.4230545914985
03;2020-11-07;331315;128;38.7627402339623
03;2020-11-08;331315;12;3.1215679052731
03;2020-11-09;331315;339;98.6956414558153
03;2020-11-10;331315;286;83.493386484053
03;2020-11-11;331315;23;6.43425967912491
03;2020-11-12;331315;304;88.1520067288958
03;2020-11-13;331315;239;71.788491801154
03;2020-11-14;331315;66;20.9326902415929
03;2020-11-15;331315;7;1.8908904206913
03;2020-11-16;331315;169;51.8536542346154
03;2020-11-17;331315;130;41.0972145731937
03;2020-11-18;331315;97;28.5392173194397
03;2020-11-19;331315;108;30.1242767099045
03;2020-11-20;331315;94;27.9665039799143
03;2020-11-21;331315;65;19.1410708346825
03;2020-11-22;331315;14;4.01895861522058
03;2020-11-23;331315;135;38.832711392755
03;2020-11-24;331315;111;29.8892918943763
03;2020-11-25;331315;72;21.7703269249724
03;2020-11-26;331315;72;21.3915851582697
03;2020-11-27;331315;89;24.322089097919
03;2020-11-28;331315;44;13.630011695764
03;2020-11-29;331315;17;4.27180931793204
03;2020-11-30;331315;125;36.3692610263973
03;2020-12-01;331315;75;20.4244982466238
03;2020-12-02;331315;75;23.4913751101526
03;2020-12-03;331315;72;20.3978563006545
03;2020-12-04;331315;124;34.8835306439012
03;2020-12-05;331315;40;11.1478789232951
03;2020-12-06;331315;5;1.40556811499084
03;2020-12-07;331315;144;43.8182899062584
03;2020-12-08;331315;106;30.8224303521429
03;2020-12-09;331315;96;27.7867140216004
04;2020-05-13;165197;1;0.65151118532334
04;2020-05-14;165197;1;0.881248523019063
04;2020-05-15;165197;1;0.707246854292282
04;2020-05-16;165197;0;0
04;2020-05-17;165197;0;0
04;2020-05-18;165197;0;0
04;2020-05-19;165197;0;0
04;2020-05-20;165197;2;1.25632134900087
04;2020-05-21;165197;0;0
04;2020-05-22;165197;1;0.506781695612893
04;2020-05-23;165197;1;0.65151118532334
04;2020-05-24;165197;0;0
04;2020-05-25;165197;0;0
04;2020-05-26;165197;0;0
04;2020-05-27;165197;0;0
04;2020-05-28;165197;0;0
04;2020-05-29;165197;0;0
04;2020-05-30;165197;0;0
04;2020-05-31;165197;0;0
04;2020-06-01;165197;0;0
04;2020-06-02;165197;0;0
04;2020-06-03;165197;0;0
04;2020-06-04;165197;1;0.485691507478989
04;2020-06-05;165197;0;0
04;2020-06-06;165197;0;0
04;2020-06-07;165197;0;0
04;2020-06-08;165197;2;1.5327597083424
04;2020-06-09;165197;0;0
04;2020-06-10;165197;0;0
04;2020-06-11;165197;0;0
04;2020-06-12;165197;0;0
04;2020-06-13;165197;0;0
04;2020-06-14;165197;0;0
04;2020-06-15;165197;0;0
